artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin,cluster
Red Hot Chili Peppers,Happiness Loves Company,2GBPG1wjcFMaIyHpkL28Zt,0.6809999999999999,0.893,2,-2.464,1,0.0347,0.078,0.0,0.154,0.581,126.697,213120,4,0.0,1
Red Hot Chili Peppers,Police Station,6DfWymHzCYOH2ABUuHFaMe,0.499,0.816,9,-3.9130000000000003,0,0.0358,0.23199999999999998,0.0,0.105,0.275,82.01700000000001,335893,4,0.0,3
Red Hot Chili Peppers,Even You Brutus?,2xGTktpqW2FXOtcVBijqJ2,0.39399999999999996,0.9209999999999999,7,-1.8230000000000002,0,0.0473,0.0312,9.65e-06,0.355,0.532,166.89700000000002,241120,4,0.0,2
Red Hot Chili Peppers,Meet Me at the Corner,6GhCgeJo1rY8VWppJZta38,0.6940000000000001,0.602,0,-5.4110000000000005,0,0.035,0.243,1.0300000000000001e-05,0.124,0.413,112.735,261467,4,0.0,3
Red Hot Chili Peppers,"Dance, Dance, Dance",05icsRv9AUQHO7GaJszvDx,0.59,0.8809999999999999,2,-5.167000000000001,1,0.0393,0.0038200000000000005,1.65e-05,0.0861,0.652,118.023,225533,4,0.0,1
Jimmy Eat World,Sweetness,18IqyOGs1pRNZfbMo93r57,0.491,0.888,5,-4.412,1,0.038,0.004070000000000001,0.0,0.28600000000000003,0.6559999999999999,135.253,220027,4,0.0,2
The Story So Far,Things I Can't Change,2Sr8tMpbmD7BmS8oe35CH5,0.233,0.99,8,-3.5460000000000003,1,0.129,5.68e-05,0.0,0.0933,0.213,121.084,172386,4,0.0,2
The Story So Far,Clairvoyant,5jclmAX2XQp5G3b6K30UJl,0.387,0.35200000000000004,8,-6.864,1,0.027000000000000003,0.8590000000000001,0.0,0.135,0.13699999999999998,86.16799999999999,181029,4,0.0,4
The Story So Far,Navy Blue,6XFOwHv8DcvGJu6U0WfLMW,0.629,0.426,0,-6.726,1,0.0287,0.425,0.0,0.14,0.41100000000000003,114.921,171955,3,0.0,1
The Story So Far,Quicksand,0yJRFXw1kFWH7IdMDnf577,0.349,0.995,5,-2.622,1,0.14300000000000002,0.000989,0.0,0.0955,0.223,189.93599999999998,158533,4,0.0,2
The Story So Far,Roam,4pkr1tdIdoCzmikruWYG1K,0.507,0.995,4,-2.355,1,0.0829,0.0005690000000000001,1.28e-05,0.0686,0.21899999999999997,123.889,174573,4,0.0,2
Four Year Strong,Living Proof of a Stubborn Youth,5JbMeadQlP5Dvj88Cq3DLX,0.4,0.985,10,-3.0010000000000003,1,0.191,0.00021,1.09e-05,0.569,0.268,146.047,185200,4,0.0,0
Brand New,(Fork And Knife),37q4cxh03voFC1urRxQSUG,0.507,0.9059999999999999,1,-4.994,1,0.0418,0.149,8.82e-05,0.10099999999999999,0.621,174.07299999999998,245573,4,0.0,2
Creed,One Last Breath,3F1qkJx3flPUWadfFQcOEj,0.38,0.722,2,-5.766,1,0.0356,0.00884,0.0016300000000000002,0.221,0.17,130.009,239373,4,0.0,2
Nelly Furtado,I'm Like A Bird,2tP7ZekzXfduShx8C6cbll,0.622,0.608,10,-5.085,1,0.036000000000000004,0.138,5.38e-06,0.273,0.607,89.661,243160,4,0.0,1
Nirvana,Lithium,2YodwKJnbPyNKe8XXSE9V7,0.6779999999999999,0.6559999999999999,7,-6.41,1,0.0381,0.0017399999999999998,0.0,0.0631,0.485,123.20700000000001,257053,4,0.0,1
Passion Pit,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,0.5660000000000001,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,264493,4,0.0,1
Rise Against,Swing Life Away,6GrrkiCRO3HYdgRpO4eKEL,0.47700000000000004,0.426,6,-6.961,1,0.043,0.544,0.0,0.0903,0.789,184.86599999999999,200067,3,0.0,2
OK Go,Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,0.537,0.882,0,-2.306,1,0.0403,0.000342,9.059999999999999e-05,0.12,0.81,145.72899999999998,179813,4,0.0,1
Rob Thomas,Her Diamonds,3LtwmK1OfN0dGs9jf3qSjn,0.555,0.924,7,-4.93,1,0.0604,0.0159,0.0,0.075,0.865,87.60600000000001,280000,4,0.0,1
Howie Day,Collide - Chris Lord-Alge Mix aka Radio Edit,10tMVFMvd9224Zcq4A5dRL,0.56,0.7609999999999999,11,-7.407,1,0.0321,0.264,4.38e-06,0.12300000000000001,0.514,93.98200000000001,247707,4,0.0,1
Disclosure,Latch,1BltsyC5W3SAABdxyrDXwi,0.503,0.727,1,-5.456,1,0.16699999999999998,0.0159,9.449999999999999e-05,0.0895,0.521,121.985,255632,4,0.0,1
Nirvana,In Bloom,30HCB1FoE77IfGRyNv4eFq,0.436,0.8759999999999999,10,-4.902,0,0.0647,3.3299999999999996e-05,0.00010400000000000001,0.205,0.512,157.04399999999998,255080,4,0.0,2
Portishead,Glory Box - Live,2wEHxTBxLJk3vYzyW6dsAU,0.43,0.705,3,-5.409,0,0.0339,0.149,5.08e-05,0.838,0.182,118.781,337200,4,0.0,0
Two Door Cinema Club,What You Know,6jrMVRReY24qzCfe1BRrww,0.556,0.763,6,-3.952,0,0.0413,0.000728,6.79e-06,0.071,0.8140000000000001,138.986,191400,4,0.0,3
Vance Joy,Riptide,7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,0.0,1
Phillip Phillips,Home,4rsW3WCZBGwhHfJWuHRwyT,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.11699999999999999,0.322,121.04,210173,4,0.0,1
Phillip Phillips,Wicked Game,3erBuOm3ooTn9pZ1OKjUic,0.36,0.441,9,-8.588,1,0.0303,0.599,0.00010700000000000001,0.0848,0.184,105.906,253573,4,0.0,4
Kina Grannis,In Your Arms,52UUUJnBvaEX4LtEbtJgUI,0.672,0.396,2,-9.488999999999999,0,0.0349,0.474,0.0,0.0921,0.45799999999999996,130.015,184960,4,0.0,4
OneRepublic,Secrets,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.02100000000002,224693,4,0.0,2
The All-American Rejects,"Swing, Swing",4jVhSbMMHctghoOTFuLPB2,0.54,0.691,7,-5.888,1,0.0306,7.780000000000001e-05,0.331,0.0413,0.36700000000000005,127.946,233267,4,0.0,2
Plain White T's,Hey There Delilah,1NarGDteHRuDA9OfGyQ2MG,0.624,0.28,2,-10.415,1,0.028999999999999998,0.861,1.51e-06,0.11599999999999999,0.28800000000000003,105.087,226493,4,0.0,4
Calvin Harris,Summer,7b71WsDLb8gG0cSyDTFAEW,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,224507,4,0.0,3
Maroon 5,Payphone,4P0osvTXoSYZZC2n8IFH3c,0.7390000000000001,0.7559999999999999,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.02799999999999,231387,4,0.0,1
Gnarls Barkley,Crazy,2N5zMZX7YeL1tico8oQxa9,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066,4,0.0,1
Justin Timberlake,Suit & Tie,6dEnpbXyamib2EJnRhTt0G,0.795,0.596,11,-3.799,0,0.21899999999999997,0.10300000000000001,0.0,0.16399999999999998,0.35700000000000004,101.985,326280,4,0.0,3
Outkast,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.9740000000000001,4,-2.261,0,0.0664,0.10300000000000001,0.000532,0.174,0.965,79.52600000000001,235213,4,0.0,3
Milky Chance,Stolen Dance,6vZdRrueM9ZEJjx6EWe1XQ,0.879,0.5660000000000001,11,-8.789,1,0.0364,0.41100000000000003,0.000128,0.0794,0.6729999999999999,114.006,315693,4,0.0,1
Fall Out Boy,Centuries,0yhPEz5KxlDwckGJaMlZqM,0.38299999999999995,0.861,4,-2.8160000000000003,0,0.0777,0.0038,0.0,0.11,0.48,176.084,228360,4,0.0,2
Andy Grammer,Keep Your Head Up,7MapZTlRqFfUteNcghsTwf,0.6659999999999999,0.78,7,-5.1770000000000005,1,0.0404,0.044000000000000004,0.0,0.128,0.795,90.00399999999999,190480,4,0.0,1
Andy Grammer,Back Home,5x81cbPCGXvwzvAm1JEaxN,0.621,0.8320000000000001,11,-6.96,1,0.047,0.0373,0.0,0.0948,0.597,99.96,199376,4,0.0,1
CAZZETTE,Sleepless - Radio Edit,15uFqHGAOvaGCqikvgiW6w,0.722,0.635,6,-9.6,0,0.0419,0.141,0.0008730000000000001,0.3,0.53,123.999,221421,4,0.0,3
Calvin Harris,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.0057399999999999994,0.34299999999999997,0.348,128.024,212960,4,0.0,2
Hey Rosetta!,Soft Offering (For the Oft Suffering),0OrX28NYXVkjg44NQ8Awpx,0.544,0.866,10,-6.4239999999999995,1,0.0691,0.0723,1.13e-06,0.11900000000000001,0.22899999999999998,126.022,237840,4,0.0,2
Phillip Phillips,"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.00200000000001,209693,4,0.0,1
Adam Levine,No One Else Like You,6CdV33i2ztlvFheXGz4Huc,0.625,0.815,11,-3.904,0,0.0325,0.0265,0.0,0.29,0.485,115.95,208427,4,0.0,3
Adam Levine,Lost Stars,7rdGrVIoqwPWOULauvglio,0.498,0.583,0,-4.762,1,0.0274,0.105,0.0,0.0698,0.4,82.071,267933,4,0.0,1
Adele,Lovesong,2rnvHrNnkWMcAkl4S1WlRg,0.69,0.373,0,-9.454,0,0.0284,0.722,0.00103,0.111,0.32899999999999996,116.925,316440,4,0.0,4
Neon Trees,Sleeping With A Friend,0m9VLhVMyNSwRdSrtv7wxj,0.584,0.887,2,-4.237,1,0.036000000000000004,0.00213,9.75e-06,0.32299999999999995,0.495,107.027,228840,4,0.0,1
Owl City,Tokyo,3nIvQmCa4VqCzKjMH16P8b,0.534,0.878,4,-5.1339999999999995,1,0.0934,0.00503,0.0,0.36700000000000005,0.6759999999999999,127.913,219760,4,0.0,1
Owl City,Hot Air Balloon,2dgxZM98rGyN2cI357Npeq,0.618,0.812,1,-5.752999999999999,1,0.0311,0.122,3.2e-06,0.16399999999999998,0.705,100.0,213107,4,0.0,1
Owl City,Vanilla Twilight,3KiTVEnTfi5DwiXszlDoVL,0.581,0.526,11,-7.638999999999999,1,0.0253,0.00941,0.000539,0.113,0.5720000000000001,166.074,231707,4,0.0,2
Owl City,Dementia,4buwCc108hpNP4HaCWxudH,0.589,0.9590000000000001,1,-3.068,1,0.038,0.000124,2.74e-06,0.0786,0.78,127.01299999999999,211187,4,0.0,1
Owl City,Shooting Star,7k5EcszNwUturoU20TTy1G,0.514,0.873,0,-4.939,1,0.0528,0.0124,0.0,0.11199999999999999,0.45899999999999996,124.01799999999999,247347,4,0.0,2
Rihanna,Stay,1dEy9Pl81QopSxNsPxXQxv,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.11699999999999999,0.125,111.89299999999999,240707,4,0.0,4
Fitz and The Tantrums,Out of My League,5qEn8c0MBzyRKgQq91Vevi,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,0.0,2
Paramore,That's What You Get,1JdKrFyoU05abww0Zv0ayQ,0.528,0.831,8,-3.6069999999999998,1,0.0429,9.429999999999999e-05,0.0,0.141,0.632,131.094,220480,3,0.0,2
John Legend,Green Light (feat. André 3000),72by3Re4C3eVEBXvsUo0zV,0.622,0.882,9,-5.59,0,0.11900000000000001,0.0912,0.0,0.21600000000000003,0.762,77.506,284187,4,0.0,3
Elton John,Rocket Man (I Think It's Going To Be A Long Long Time),7nCUy2nKoBQQDwT5f2GDQW,0.615,0.537,10,-9.315,1,0.0293,0.45299999999999996,4.32e-06,0.0924,0.349,136.625,282013,4,0.0,4
XTC,Dear God,7e5KPODQV0f3LclrJGAfTw,0.578,0.36,7,-12.9,1,0.0239,0.138,6.53e-06,0.166,0.392,90.59299999999999,216345,4,0.0,4
Cults,Most Wanted,3QYpSePluox6rcu3xUiab4,0.654,0.654,0,-4.64,1,0.0265,0.0393,6.18e-05,0.8440000000000001,0.6729999999999999,114.979,185267,4,0.0,0
Jason Mraz,The Dynamo of Volition,2YFy7hG1A583BPZQ2SYdKd,0.706,0.818,11,-7.843999999999999,0,0.0447,0.215,0.0,0.312,0.737,118.069,216613,4,0.0,3
Rilo Kiley,With Arms Outstretched,4AnNE7nPSshznEi1WCBfFI,0.498,0.46799999999999997,4,-7.425,1,0.0268,0.536,0.0,0.242,0.183,108.12799999999999,223133,4,0.0,4
American Authors,Believer,34MsBWz1mAQYER6zloRGJf,0.579,0.9670000000000001,1,-2.7889999999999997,1,0.0406,0.0016699999999999998,0.025,0.17600000000000002,0.873,120.014,183720,4,0.0,1
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,0.72,0.7440000000000001,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,243773,4,0.0,3
Lenny Kravitz,Fly Away,0n0eMsX7WgEtc7dlscbuKU,0.597,0.868,7,-5.095,1,0.0526,0.0212,0.0,0.664,0.7090000000000001,160.02100000000002,221893,4,0.0,0
Passion Pit,Sleepyhead,3ZUMC5OazTA8QtLpdlPdz9,0.575,0.971,8,-3.261,1,0.11,0.425,3.4e-06,0.105,0.764,106.052,175080,4,0.0,1
Empire of the Sun,Walking On A Dream,0mBkoM8r7KAQzZij5swTUL,0.87,0.6990000000000001,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.96700000000001,198440,4,0.0,3
Foster The People,Call It What You Want,3u1Er1rkjn1oSz1xdZH3ZD,0.6409999999999999,0.9670000000000001,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.01700000000001,238787,4,0.0,3
Phoenix,Lisztomania,6ZrlXT6mUMEgomN128iekU,0.642,0.8079999999999999,0,-6.406000000000001,1,0.0463,0.0383,0.00829,0.547,0.273,97.565,241640,4,0.0,0
Passion Pit,Carried Away,52a6VcF23v5HB7KfDEmBHq,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.38299999999999995,0.871,119.995,221973,4,0.0,1
Passion Pit,The Reeling,5noQJkpVfHt2D4df2GXieV,0.597,0.777,8,-5.638,1,0.0668,0.000356,0.0011300000000000001,0.16899999999999998,0.7759999999999999,111.999,287907,4,0.0,1
Foster The People,I Would Do Anything for You,5fgb3Md1xjt3mxeBqguiIA,0.597,0.848,0,-5.841,1,0.0308,0.0372,2.33e-05,0.122,0.43700000000000006,128.009,214080,4,0.0,1
Matt and Kim,Daylight,2I43coEbzFSTMGO3kCjLMB,0.583,0.79,9,-4.885,1,0.0319,0.0851,0.00038700000000000003,0.11,0.7140000000000001,103.286,171333,4,0.0,1
Matt and Kim,It's Alright,38ItxaWVCVbT3Dmjy00ohm,0.677,0.624,0,-7.64,1,0.0308,0.0804,3.7e-05,0.285,0.501,115.01700000000001,203947,4,0.0,1
Coconut Records,Nighttiming,0kubWs4WUDYh1nBI4PJrBK,0.684,0.904,4,-6.916,0,0.0669,0.0133,2.7000000000000004e-06,0.0711,0.914,119.993,170501,4,0.0,3
Two Door Cinema Club,I Can Talk,6q9o34l9jRBiICBJidG9TZ,0.474,0.752,9,-4.754,0,0.192,3.64e-05,0.159,0.532,0.6759999999999999,163.058,177427,4,0.0,0
Passion Pit,Little Secrets,3kb38wezoUA8ki5jPYy3t5,0.597,0.7859999999999999,5,-4.248,1,0.0419,0.00345,0.0,0.0909,0.6659999999999999,99.88799999999999,238973,4,0.0,1
Cults,High Road,1eZLrXjki3s7CiNKMlpHQe,0.5820000000000001,0.9209999999999999,4,-6.1370000000000005,0,0.0377,0.00336,0.0708,0.41,0.705,119.182,268547,4,0.0,3
Foster The People,Best Friend,7tvOve5IkjYenvqScZ75iQ,0.6509999999999999,0.866,1,-3.8310000000000004,1,0.0584,0.00933,0.0,0.113,0.8009999999999999,113.945,267827,4,0.0,1
Foster The People,Houdini,5Fli1xRi01bvCjsZvKWro0,0.632,0.9079999999999999,8,-3.511,1,0.0458,0.00762,0.000172,0.16699999999999998,0.764,110.024,202467,4,0.0,1
The Submarines,1940 - AmpLive Remix,6CTbvxcE6JlTM4cdHZry58,0.625,0.934,5,-2.8689999999999998,0,0.0584,0.0005549999999999999,0.0897,0.111,0.679,87.023,194880,4,0.0,3
Two Door Cinema Club,Come Back Home,2d26JZO3tCp8fEEMjaq3TW,0.597,0.877,5,-5.038,0,0.0554,0.0011300000000000001,0.0163,0.537,0.501,124.925,203960,4,0.0,0
Silversun Pickups,Lazy Eye,3RsjkOS5Dou8j3AM9ssgpy,0.629,0.809,4,-4.886,1,0.0466,0.0438,0.7140000000000001,0.115,0.33299999999999996,127.40100000000001,354360,4,0.0,5
Young the Giant,My Body,0bfY17lNbEp2Wnw6YipXQB,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.0199999999999999e-05,0.456,0.643,129.774,244400,4,0.0,0
Fitz and The Tantrums,Moneygrabber,4PwwyZBEkHcm4OTJThCzXi,0.696,0.8859999999999999,9,-3.713,0,0.0291,0.0608,1.01e-06,0.585,0.8009999999999999,112.52,189893,4,0.0,0
Matchbox Twenty,Our Song,435krc5dscSagcJeapvPl3,0.5710000000000001,0.963,7,-3.54,1,0.0843,0.0195,0.0,0.10400000000000001,0.9109999999999999,160.033,180947,4,0.0,2
Matchbox Twenty,English Town,289rxABf0vsTlr9wMxU75D,0.619,0.6990000000000001,9,-6.862,0,0.034,0.141,0.00213,0.107,0.33899999999999997,115.029,277013,4,0.0,3
Hiatus Kaiyote,Shaolin Monk Motherfunk,0pGnSHGMUpp2Wg0iTZWEoY,0.415,0.46299999999999997,6,-9.86,0,0.0823,0.134,0.00255,0.10099999999999999,0.573,96.1,350533,4,0.0,3
Little May,Boardwalks,3jDF66ZATb0FcHNnOqeyDK,0.65,0.377,6,-12.626,1,0.0275,0.807,0.0487,0.11,0.28800000000000003,129.028,195735,4,0.0,4
The Paper Kites,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,0.5920000000000001,0.41600000000000004,1,-9.794,1,0.0246,0.882,0.000586,0.11199999999999999,0.41700000000000004,96.00200000000001,210080,4,0.0,4
Jasmine Thompson,Rather Be,0osBWMCpbGSGj5FVDzCTvy,0.534,0.332,11,-7.44,1,0.0374,0.8370000000000001,0.0,0.0997,0.509,110.771,247817,4,0.0,4
Panic! At The Disco,"Build God, Then We'll Talk",4rstj4vgkFq49R2VV0fbxX,0.418,0.828,11,-4.132,0,0.0475,0.136,0.0,0.336,0.44799999999999995,124.78299999999999,220720,4,0.0,3
Lifehouse,All In,1gpSwHxzTUWaPEjrSnFwb0,0.547,0.878,1,-4.65,1,0.0431,0.0009310000000000001,0.0,0.191,0.536,140.07,236280,4,0.0,2
Michael Jackson,Love Never Felt So Good,48td6xvpokdYwvbl3JIiXP,0.775,0.7190000000000001,7,-6.212000000000001,0,0.0435,0.132,1.79e-06,0.0662,0.7120000000000001,117.51299999999999,246027,4,0.0,3
Lisa Hannigan,Knots,1zs5jBlcacxuzXmYtKVA2O,0.49,0.8,4,-6.117999999999999,0,0.0298,0.446,0.0,0.139,0.203,108.435,211787,4,0.0,3
Shake Shake Go,England Skies,5I15QYhcdOYwfKV0yiXAAb,0.568,0.48,10,-7.126,1,0.0267,0.147,2.8999999999999997e-05,0.0959,0.254,83.04299999999999,236635,4,0.0,1
Donavon Frankenreiter,Free,2BJy5YrRMhVCqaLNY5cbv2,0.7929999999999999,0.46399999999999997,5,-6.624,1,0.0386,0.11199999999999999,0.0,0.109,0.851,124.994,148600,4,0.0,1
Tove Lo,Talking Body,2tpfxAXiI52znho4WE3XFA,0.736,0.7609999999999999,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4,0.0,3
Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,0.623,0.9620000000000001,4,-2.616,0,0.0895,0.10300000000000001,0.000174,0.264,0.6759999999999999,149.963,211573,4,0.0,3
Alessia Cara,Here,2jplimH0b7Abf5LQSPx27A,0.375,0.818,0,-4.031000000000001,1,0.141,0.084,0.0,0.0569,0.33299999999999996,112.887,200226,4,0.0,2
Kid Cudi,Day 'N' Nite (nightmare),5FEXPoPnzueFJQCPRIrC3c,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267,4,0.0,3
John Mayer,No Such Thing,6Vecwo7AHst9V2CE3kmwr0,0.6679999999999999,0.7390000000000001,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,231467,4,0.0,1
Clean Bandit,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.5489999999999999,120.97,227833,4,0.0,1
Disclosure,Holding On,3Ctlrt6kzdlo7nuh0oVR7m,0.6829999999999999,0.805,5,-5.24,1,0.353,0.172,0.000231,0.35700000000000004,0.8340000000000001,123.65799999999999,315094,4,0.0,6
The Fratellis,Chelsea Dagger,3ItzRpwvKtkDSNdRSjXu7Z,0.512,0.8170000000000001,7,-3.154,1,0.142,0.0505,0.0,0.0775,0.552,154.607,215173,4,0.0,2
Ingrid Michaelson,The Way I Am,43ddJFnP8m3PzNJXiHuiyJ,0.877,0.259,5,-9.302,1,0.0427,0.7709999999999999,8.98e-06,0.10800000000000001,0.32,119.98899999999999,135387,4,0.0,4
SIX60,Forever,5IQou2aojeIetE99Gy7Izr,0.5,0.59,0,-8.381,1,0.028999999999999998,0.00133,0.00198,0.366,0.166,134.988,313093,4,0.0,2
Knox Hamilton,Work It Out,0XU04bwLRjVa0MNW4fL6EI,0.21,0.836,8,-3.822,0,0.0473,0.0131,3.41e-06,0.12300000000000001,0.348,162.063,206867,4,0.0,2
Allen Stone,Unaware,5kJwePyb1DXdUId90Ug99J,0.519,0.5670000000000001,11,-8.507,1,0.0491,0.263,0.000144,0.11599999999999999,0.51,116.96700000000001,349493,4,0.0,1
Phoenix,Entertainment,16cITuCC0GPy6Zq1eluYaj,0.414,0.725,8,-3.972,1,0.046,0.00147,0.0253,0.331,0.478,75.194,220240,4,0.0,1
Owl City,The Saltwater Room,2tZIVD0ZPxpsoFx7hvAjWh,0.6409999999999999,0.6859999999999999,0,-6.727,1,0.0261,0.053,5.05e-05,0.159,0.669,111.994,242587,4,0.0,1
Bobby Darin,Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480,4,0.0,4
Lenny Kravitz,It Ain't Over 'Til It's Over,3aZPzF7Sr0zy3K0EkKyEzk,0.6629999999999999,0.748,6,-5.83,1,0.0462,0.27699999999999997,0.003,0.312,0.9259999999999999,159.719,242640,4,0.0,1
Travis,Sing,01p5NB0mgtrEFM7hXlcLDd,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,228800,4,0.0,2
Travis,Why Does It Always Rain On Me?,6JXD70ZqUhx02AteE50CIS,0.49700000000000005,0.537,4,-9.264,1,0.0269,0.079,0.000139,0.0782,0.371,108.448,265000,4,0.0,1
Kid Cudi,Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,0.63,0.605,0,-8.951,1,0.0414,0.484,9.290000000000001e-05,0.298,0.266,115.277,295293,4,0.0,4
Tuxedo,Do It,1NFjjAIK4IWjDLzpMry0Kp,0.818,0.858,1,-4.218999999999999,0,0.0398,0.0642,0.256,0.256,0.753,119.605,258503,4,0.0,3
Pigeon John,The Bomb,4eYmH4Sh0ibdU9nmnbu7aM,0.774,0.8170000000000001,7,-3.076,1,0.0338,0.0972,2.13e-06,0.14300000000000002,0.8340000000000001,93.01100000000001,203667,4,0.0,1
Bahari,Wild Ones,6UrF9LIhffllzblKlEVYxm,0.6859999999999999,0.28600000000000003,11,-10.216000000000001,0,0.0261,0.7909999999999999,1.18e-05,0.10400000000000001,0.22899999999999998,96.994,184253,4,0.0,4
Proleter,April Showers,04KsMCb9PZE2S0AtUU8Jhb,0.8009999999999999,0.546,11,-7.256,1,0.132,0.28,0.929,0.141,0.902,94.0,275751,4,0.0,5
The Prodigy,Spitfire,1y6MO9mVEUluMcI4RaIlGR,0.563,0.924,2,-2.7030000000000003,1,0.0411,0.0009119999999999999,0.578,0.0351,0.257,119.084,307800,4,0.0,5
Del Amitri,Roll To Me,7LF0YY1gON8rBECsyEs0Wb,0.5670000000000001,0.821,6,-5.894,1,0.0371,0.418,0.0,0.10800000000000001,0.895,150.106,132307,4,0.0,1
Good Lovelies,Backyard,3tklm1PwWhuUSgavmBB5mv,0.826,0.596,1,-9.751,1,0.0447,0.371,2.2100000000000002e-05,0.0578,0.721,118.984,238293,4,0.0,1
Gardiner Sisters,Home / Dirty Paws,24rFwAcC6eqPvyMuPynVGH,0.6629999999999999,0.20800000000000002,2,-10.89,1,0.0313,0.85,0.0,0.114,0.23199999999999998,115.02799999999999,173509,4,0.0,4
Florence + The Machine,Shake It Out,4lY95OMGb9WxP6IYut64ir,0.527,0.804,10,-4.168,1,0.0358,0.0104,0.0,0.105,0.221,107.486,277720,4,0.0,2
Kanye West,Good Life,1fLdeDTrJWNkwOeFyAVLvF,0.435,0.802,1,-6.871,1,0.324,0.0037600000000000003,0.0,0.467,0.45399999999999996,84.26700000000001,207000,4,0.0,6
No Doubt,Hella Good,1CsUH29MaAIMbfGh4FEG4w,0.777,0.6729999999999999,8,-3.9530000000000003,1,0.0351,0.0162,0.00892,0.0869,0.821,115.133,242253,4,0.0,1
No Doubt,Bathwater,3VjQPYUmIa0v6R99ZITcnR,0.611,0.73,4,-4.942,0,0.0554,0.39899999999999997,0.0,0.33299999999999996,0.594,146.15,240400,4,0.0,3
No Doubt,Sunday Morning,0lLjwGf9kKdfPNgluTI2A4,0.58,0.8759999999999999,4,-2.713,1,0.0356,0.00967,1.83e-05,0.10300000000000001,0.779,157.091,271280,4,0.0,2
No Doubt,Simple Kind Of Life,6p0jnwYfrpov7CJG5Ucyzp,0.578,0.852,0,-5.222,1,0.0361,0.064,1.57e-06,0.24,0.48200000000000004,119.99700000000001,255653,4,0.0,1
Working for a Nuclear Free City,Dead Fingers Talking,3hObos5C3Ic8cXSS3qiXaQ,0.518,0.792,2,-13.335,1,0.0406,0.000181,0.38299999999999995,0.34600000000000003,0.384,104.00299999999999,217907,4,0.0,5
Dishwalla,Counting Blue Cars (Tell Me Your Thoughts On God),6B618H5CuCdEzcVs0NKTlt,0.45399999999999996,0.79,11,-4.361000000000001,0,0.0285,0.00604,3.09e-05,0.225,0.36200000000000004,100.225,291907,4,0.0,3
Illy,It Can Wait (ft Owl Eyes),5DHBSWfVSzUjZKaSC0XNWg,0.752,0.9329999999999999,8,-3.529,1,0.0814,0.0577,1.4999999999999999e-05,0.106,0.768,135.023,217240,4,0.0,1
Defeater,I Don't Mind,6P7DStTNQ30weKZBhVi9n0,0.782,0.32899999999999996,10,-10.347000000000001,1,0.0368,0.231,5.94e-06,0.107,0.434,91.523,228347,4,0.0,4
Of Monsters and Men,Human,6BFxwgQOv5RZvQngoaQ1ur,0.521,0.732,4,-5.4079999999999995,0,0.0321,0.0007830000000000001,0.57,0.159,0.185,125.99,237813,4,0.0,5
Saint Motel,Butch,5ZQWNRoJsfkByZFHqCB92J,0.496,0.731,2,-5.2829999999999995,1,0.0688,0.147,1.29e-06,0.207,0.29600000000000004,96.99700000000001,198680,4,0.0,1
