artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin,cluster
Men At Work,Down Under,46RVKt5Edm1zl0rXhPJZxz,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.8909999999999999,107.23100000000001,220867,4,0.0,3
Sananda Maitreya,Wishing Well,3PV8lDsAk1QV2D00voUgnc,0.86,0.512,10,-9.596,0,0.0612,0.124,0.0,0.10400000000000001,0.767,104.9,212960,4,0.0,3
Cyndi Lauper,Girls Just Want to Have Fun,2zjt2hHBbiv5SuxYg8Z7eP,0.7070000000000001,0.7879999999999999,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,238120,4,0.0,1
Dolly Parton,9 to 5,07j5RLJHwsm4cUb3GGoW3w,0.557,0.615,6,-10.638,1,0.0418,0.5,1.02e-06,0.48700000000000004,0.82,104.475,165653,4,0.0,1
Michael Jackson,Beat It,3BovdzfaX4jb5KFQwoPfAw,0.7759999999999999,0.711,3,-9.03,0,0.0473,0.0242,0.00035299999999999996,0.23399999999999999,0.9009999999999999,138.72799999999998,258400,4,0.0,3
Billy Joel,Uptown Girl,3CSpzkoL1XgDBZ1q9aDCUV,0.696,0.943,4,-2.9619999999999997,1,0.0431,0.0736,0.0,0.653,0.833,129.003,194867,4,0.0,0
Aretha Franklin,Freeway of Love - Single Mix,0RaY0juzXaCUDZ7SWGn85j,0.738,0.9209999999999999,0,-4.908,1,0.124,0.33,2.09e-06,0.066,0.6679999999999999,125.436,246693,4,0.0,1
Survivor,Eye of the Tiger,0cKuO2BdECtbVQDCGx1dqa,0.8240000000000001,0.556,0,-10.710999999999999,0,0.033,0.146,0.000394,0.0839,0.5660000000000001,108.85799999999999,245640,4,0.0,3
Loverboy,Working for the Weekend,0sgDEFq9oeC8ueOK0mR5IA,0.526,0.924,7,-5.591,1,0.0391,0.027000000000000003,0.000728,0.598,0.7929999999999999,147.28,220707,4,0.0,0
Prince,Raspberry Beret,4W9zWGHdrDFygC2Mf1Xmru,0.7609999999999999,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.75200000000001,215173,4,0.0,1
Bruce Springsteen,Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,0.6409999999999999,0.894,8,-7.41,1,0.0273,0.0857,0.009000000000000001,0.157,0.972,109.823,199453,4,0.0,1
Midnight Oil,Beds Are Burning - Remastered,6Nabz5Gsy80XL0MJoOmgF8,0.754,0.496,0,-8.7,1,0.0351,0.00539,0.000152,0.0871,0.341,119.186,258173,4,0.0,1
'Til Tuesday,Voices Carry,2vyGjYndW7bP9Zn4a3yp85,0.614,0.628,0,-7.936,1,0.0265,0.00336,2.43e-06,0.0853,0.40299999999999997,106.637,259907,4,0.0,1
The Clash,Train in Vain (Stand by Me) - Remastered,4Lv7EZcBhop6aituAZU8i5,0.764,0.7170000000000001,2,-8.711,1,0.0416,0.0899,0.000519,0.125,0.9620000000000001,122.758,189973,4,0.0,1
Paul Simon,You Can Call Me Al,6wLr2oR8eqUG5Beleh2Crm,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349,276360,4,0.0,1
Wham!,Wake Me Up Before You Go-Go - Remastered,5qFPs70nZD1fQZOi7u7cIZ,0.607,0.795,0,-5.1370000000000005,1,0.0496,0.0986,0.0,0.059000000000000004,0.815,81.298,232280,4,0.0,1
Men At Work,Who Can It Be Now?,29r3fDexnrto7WABfpblNH,0.807,0.83,4,-4.04,1,0.0367,0.0444,0.00035800000000000003,0.0842,0.9540000000000001,128.501,203267,4,0.0,1
Huey Lewis & The News,The Power Of Love,2olVm1lHicpveMAo4AUDRB,0.768,0.8290000000000001,5,-5.109,1,0.0313,0.0964,2.9199999999999998e-05,0.09699999999999999,0.9620000000000001,118.773,234333,4,0.0,1
Bow Wow Wow,I Want Candy,6J8IwGX3oHi7x9B57vmMMW,0.6859999999999999,0.649,7,-12.935,1,0.0642,0.006229999999999999,0.0625,0.0592,0.76,109.984,164533,4,0.0,1
David Bowie,Let's Dance - Single Version [Remastered],5PJBrwKH7SdByGtDCBGJwb,0.647,0.65,10,-10.465,0,0.0407,0.007640000000000001,0.00446,0.129,0.7490000000000001,114.461,250040,4,0.0,3
The Bangles,Manic Monday,4gnAKtZkXPYjWcTnsagfA9,0.718,0.743,2,-5.372999999999999,1,0.0268,0.434,6.26e-05,0.159,0.856,121.485,184893,4,0.0,1
Roy Orbison,You Got It,0RteYQqW1AOq3JNL0yMWYt,0.652,0.634,9,-9.914,1,0.0261,0.5660000000000001,1.08e-06,0.15,0.674,114.681,211227,4,0.0,1
Sade,Smooth Operator - Single Version,3oQ2qU2IFxL1Qp4pXQrYte,0.7290000000000001,0.578,9,-6.643,0,0.0323,0.217,0.0017800000000000001,0.0278,0.961,119.334,258307,4,0.0,3
Billy Ocean,"Get Outta My Dreams, Get Into My Car",7GnfIwQ9AYtyPL3Fa3srah,0.667,0.915,4,-6.162999999999999,1,0.0395,0.0857,6.55e-06,0.331,0.897,117.139,284347,4,0.0,1
Mötley Crüe,"Girls, Girls, Girls",5xLyTbCFONUGUuG0LtUxjn,0.6,0.9309999999999999,7,-4.647,1,0.0734,0.0296,7.099999999999999e-05,0.392,0.542,140.123,270427,4,0.0,2
Whitney Houston,How Will I Know,6mv30SInldy4Ijy1XZ9GdO,0.838,0.664,6,-9.176,1,0.0445,0.20199999999999999,0.000146,0.621,0.929,119.6,273413,4,0.0,0
Soft Cell,Tainted Love,44hOGg1uFg1XJZGZYNwYmM,0.569,0.402,0,-10.151,1,0.0433,0.43799999999999994,0.0,0.134,0.696,144.635,162507,4,0.0,4
Journey,Open Arms,1m2INxep6LfNa25OEg5jZl,0.311,0.257,2,-9.779,1,0.031,0.635,0.0,0.162,0.138,75.336,198667,4,0.0,4
Daryl Hall & John Oates,Maneater,4aKIs5t9TqP59btlCGPrgw,0.727,0.685,11,-7.159,0,0.0398,0.0351,4.429999999999999e-05,0.0973,0.812,88.75,271893,4,0.0,3
Starship,Nothing's Gonna Stop Us Now,2vEQ9zBiwbAVXzS2SOxodY,0.643,0.8009999999999999,6,-4.921,1,0.0228,0.0298,0.0,0.0719,0.534,95.988,270333,4,0.0,1
The Psychedelic Furs,Pretty in Pink,1Cl1J4Ai7NkuhLdaDHthTh,0.376,0.885,2,-7.034,1,0.0775,0.11699999999999999,0.0104,0.29600000000000004,0.6970000000000001,135.619,239960,4,0.0,2
Luther Vandross,Never Too Much,3nFJbZCHP4d9vduKjJLdBL,0.7340000000000001,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.93299999999999,230467,4,0.0,1
Michael Jackson,Thriller - Single Version,20efeySIfZoiSaISGLBbNs,0.777,0.818,11,-5.64,1,0.0462,0.0906,2.98e-05,0.7140000000000001,0.847,118.405,312413,4,0.0,0
Kenny Loggins,"I'm Alright (Theme from ""Caddyshack"")",2xfdvnGUikUfZZipwVw8nO,0.5579999999999999,0.867,7,-6.439,1,0.0449,0.0902,0.0,0.37799999999999995,0.9420000000000001,163.213,227040,4,0.0,1
The Psychedelic Furs,Love My Way,5rSekme9Kdoj2XZebQVl4C,0.64,0.768,0,-7.667000000000001,1,0.0355,0.00432,0.00022799999999999999,0.126,0.531,126.09299999999999,214053,4,0.0,1
Bonnie Tyler,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,0.435,0.6579999999999999,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,269787,4,0.0,2
Van Halen,Jump,2PfBSkCKZDXMsJogMT0wML,0.547,0.8220000000000001,0,-7.2010000000000005,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,239560,4,0.0,1
Matthew Wilder,Break My Stride,2ZqT3GcisHUBsEaqhLGHwU,0.9009999999999999,0.654,10,-10.15,1,0.0655,0.2,0.0,0.165,0.7809999999999999,110.131,180240,4,0.0,1
The Police,Every Breath You Take,2PnNomkEqlg9ADKCVG0Wt0,0.8290000000000001,0.434,1,-10.52,1,0.0341,0.447,0.00168,0.0726,0.721,117.399,253733,4,0.0,1
REO Speedwagon,Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017000000000001,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773,4,0.0,2
Men At Work,Overkill,0bBVRsBbgnzW8wmdlD7Apq,0.6409999999999999,0.816,1,-3.963,0,0.0285,0.087,0.0,0.11599999999999999,0.5529999999999999,139.185,227133,4,0.0,3
Taylor Dayne,Tell It to My Heart,6jJCk7oHNwyowOUaF3gXEu,0.677,0.985,1,-4.678,1,0.0549,0.07,3.6200000000000006e-05,0.35100000000000003,0.87,118.09200000000001,220227,4,0.0,1
Rick Astley,Never Gonna Give You Up,0FutrWIUM5Mg3434asiwkp,0.695,0.976,8,-6.982,1,0.0428,0.0262,2.4100000000000003e-05,0.182,0.937,113.35700000000001,212400,4,0.0,1
New Kids On The Block,You Got It (The Right Stuff),2BEL2ySEBDO02FLo3lOIZT,0.789,0.687,1,-7.441,1,0.0634,0.006370000000000001,2.77e-06,0.0571,0.862,111.493,250747,4,0.0,1
UB40,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,0.857,0.46799999999999997,1,-8.53,1,0.0476,0.00414,1.32e-05,0.26899999999999996,0.843,89.119,183733,4,0.0,1
TOTO,Rosanna,0bvqwRVPx0DQCL7hVrDQ1K,0.43200000000000005,0.584,7,-10.831,0,0.040999999999999995,0.0131,0.000508,0.10400000000000001,0.6759999999999999,67.142,331507,3,0.0,3
Tom Petty,Free Fallin',4Z0ZWdhqh1RWeIKLl7zC6J,0.617,0.499,5,-11.574000000000002,1,0.0251,0.0703,0.0,0.0632,0.605,84.331,255680,4,0.0,1
Eddie Money,Think I'm In Love,6mJQe0vTIojlxwyMwwy6YR,0.486,0.83,3,-10.815,1,0.037000000000000005,0.0104,0.000475,0.0635,0.652,151.869,188533,4,0.0,2
Bruce Springsteen,I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.450999999999999,0,0.0347,0.589,0.0299,0.0727,0.868,88.59100000000001,155880,4,0.0,4
Tears For Fears,Everybody Wants To Rule The World,76798uYU1DhBRVWxSo1bhY,0.687,0.8859999999999999,7,-8.219,1,0.0485,0.38,0.00646,0.0702,0.467,112.073,247533,4,0.0,1
Willie Nelson,On the Road Again - Live,51wQovDO0hf05pkZYvu1GI,0.7140000000000001,0.715,4,-9.965,1,0.0387,0.345,0.0056700000000000006,0.927,0.841,111.036,152267,4,0.0,0
Cyndi Lauper,True Colors,2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.11599999999999999,0.268,171.282,227600,4,0.0,4
Bill Medley,(I've Had) The Time of My Life,5UqqOfFa9DYXALpCCF8VwB,0.6970000000000001,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,289680,4,0.0,3
Culture Club,Karma Chameleon,48O0GrGJWml3DzHhC5sJ7a,0.6759999999999999,0.5770000000000001,10,-12.030999999999999,1,0.0365,0.18600000000000003,0.0,0.14800000000000002,0.934,91.98,241600,4,0.0,1
Electric Light Orchestra,Hold On Tight,2o5l8jEUf7wqXClIgTqMYF,0.455,0.8859999999999999,7,-7.652,1,0.0724,0.107,1.09e-06,0.4,0.7390000000000001,145.085,186733,4,0.0,2
Talking Heads,Burning Down the House,2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.140999999999998,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,241920,4,0.0,3
Whitney Houston,So Emotional,4l2Edgdj4vla02GCh7YyAv,0.698,0.7909999999999999,11,-10.012,0,0.0495,0.271,4.74e-05,0.19899999999999998,0.809,119.081,276667,4,0.0,3
Run–D.M.C.,Walk This Way (feat. Aerosmith),6qUEOWqOzu1rLPUPQ1ECpx,0.7609999999999999,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.9470000000000001,105.448,310387,4,0.0,1
Fine Young Cannibals,She Drives Me Crazy,2BPfKiV9U0CR1dpUgeUwuH,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,4,0.0,1
Journey,Faithfully,6HzZhqXNyfJxuvQ9zfCc1U,0.39299999999999996,0.547,11,-7.776,1,0.0291,0.263,0.0,0.10400000000000001,0.307,129.67700000000002,266267,4,0.0,2
Daryl Hall & John Oates,I Can't Go for That (No Can Do),0yT3JBkQzJNaS2mCXSPI8Z,0.873,0.373,0,-12.685,0,0.0464,0.0213,2.4299999999999998e-05,0.0497,0.972,110.67,309267,4,0.0,3
INXS,Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,0.8009999999999999,0.723,10,-4.985,0,0.0689,0.0713,0.154,0.0675,0.883,109.03,180518,4,0.0,3
Thompson Twins,Hold Me Now,0H9gfzMFbFrMsbzVMHjQbc,0.762,0.7120000000000001,7,-6.279,1,0.0319,0.72,1.92e-05,0.124,0.8059999999999999,108.041,285373,4,0.0,1
The B-52's,Love Shack,4W4wYHtsrgDiivRASVOINL,0.701,0.8029999999999999,5,-6.7860000000000005,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,4,0.0,0
Steve Perry,Oh Sherrie,3wqoAzrr5htxSZ7KzxhLHg,0.5770000000000001,0.665,5,-5.572,1,0.0285,0.312,8.89e-05,0.138,0.305,101.807,228800,4,0.0,1
Billy Joel,We Didn't Start the Fire,38bDGWuyYdSdNfrFfbCiVS,0.711,0.9670000000000001,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.024,288400,4,0.0,1
Queen,Under Pressure - Remastered 2011,2aSFLiDPreOVP6KHiWk4lF,0.6629999999999999,0.7120000000000001,2,-7.268,1,0.0479,0.524,0.0,0.0804,0.527,113.439,236520,4,0.0,1
Paul Young,Every Time You Go Away,4Vnh068VdciiRvzxnLArIK,0.5720000000000001,0.612,5,-11.81,1,0.036000000000000004,0.2,1.29e-06,0.134,0.856,164.243,265760,4,0.0,1
The Pointer Sisters,Jump (For My Love),4k0bXm9Q4RaTuYi09i4lKK,0.86,0.705,10,-12.514000000000001,0,0.0894,0.107,8.87e-06,0.149,0.8540000000000001,134.395,262618,4,0.0,3
"Earth, Wind & Fire",Let's Groove,12kazL7tO79NUqltHnBmoB,0.868,0.637,11,-9.061,0,0.0641,0.138,1.1e-05,0.0446,0.9209999999999999,125.041,339307,4,0.0,3
Miami Sound Machine,Conga!,0KxTWgl64TNOQXiGFJYc6t,0.782,0.873,2,-7.157,1,0.0475,0.141,0.0571,0.11199999999999999,0.858,123.181,252933,4,0.0,1
DEVO,Whip It,4sscDOZCkbLSlDqcCgUJnX,0.78,0.8690000000000001,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.9570000000000001,157.90200000000002,161133,4,0.0,1
George Michael,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.7859999999999999,153.119,300107,4,0.0,3
Martika,Toy Soldiers,6YHpaawV0C88rwt2bQE6jV,0.522,0.441,1,-11.703,0,0.027999999999999997,0.41600000000000004,0.0,0.22,0.19899999999999998,130.13299999999998,287533,4,0.0,4
The Outfield,Your Love,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.867999999999999,0,0.0601,0.10300000000000001,1.16e-06,0.0631,0.5820000000000001,129.607,221840,4,0.0,3
Dexys Midnight Runners,Come On Eileen,0EMmVUYs9ZZRHtlADB88uz,0.45,0.6579999999999999,2,-7.064,1,0.0472,0.648,3.14e-06,0.264,0.7809999999999999,106.79899999999999,287307,4,0.0,1
Billy Idol,White Wedding - Part 1 - 2001- Remaster,4zmx3vEPgRPjRT2CszUsZo,0.634,0.804,9,-6.74,1,0.0329,0.0036299999999999995,0.00499,0.34700000000000003,0.7190000000000001,147.335,250760,4,0.0,1
Quiet Riot,Cum on Feel the Noize,6FBmHx1FuaSnTnnnaThgbF,0.441,0.9079999999999999,11,-4.627,0,0.115,0.000183,0.00328,0.0612,0.632,145.439,287400,4,0.0,3
Madness,Our House,17cy40GIhqCU5aQzlSI5EX,0.601,0.774,7,-6.888999999999999,1,0.0503,0.0267,0.000264,0.07,0.72,121.65799999999999,202987,4,0.0,1
Cheap Trick,The Flame - Single Edit,2Qb6ohyGilHLtt2YSZz4En,0.63,0.509,4,-12.687999999999999,1,0.027000000000000003,0.536,1.86e-05,0.107,0.304,96.984,279133,4,0.0,4
Depeche Mode,Just Can't Get Enough - 2006 Digital Remaster,513Pk2WNJaTGMjqD4AuQ8T,0.765,0.853,0,-7.434,1,0.0341,0.465,0.0313,0.179,0.93,128.195,223307,4,0.0,1
The Cure,Just Like Heaven,7C6NcqS3fNDXLgP5L2Kbgp,0.439,0.9690000000000001,9,-3.391,1,0.0469,0.015,5.47e-05,0.14,0.8,151.111,212133,4,0.0,2
Eurythmics,Here Comes the Rain Again - Remastered Version,78RIER8V6EhrqVPOBi2GYa,0.648,0.755,0,-7.901,1,0.03,0.0139,0.00025299999999999997,0.225,0.607,126.34100000000001,294587,4,0.0,1
Bonnie Tyler,Holding Out for a Hero,004S8bMhFQjnbuqvdh6W71,0.588,0.885,9,-6.267,0,0.0654,0.0023899999999999998,0.00246,0.0862,0.9279999999999999,149.031,262347,4,0.0,3
Paul Simon,Graceland,51KKQAgYFoJHgVIuJWHdHb,0.732,0.705,9,-9.271,1,0.0349,0.626,0.0006799999999999999,0.0813,0.848,117.925,291200,4,0.0,1
Sananda Maitreya,Sign Your Name,02NAaHGCj1VbOFeblij8wu,0.89,0.537,4,-6.792000000000001,1,0.0434,0.18100000000000002,5.69e-06,0.0652,0.81,109.15299999999999,276427,4,0.0,1
James Brown,Living In America,6ydES6oohEKseyu2HHac6H,0.746,0.838,0,-6.149,1,0.0376,0.000269,0.00324,0.06,0.7070000000000001,113.885,284773,4,0.0,1
Run–D.M.C.,It's Tricky,7g7tyb8zM9UeKsdvosW9W3,0.956,0.9229999999999999,11,-5.486000000000001,0,0.141,0.00128,0.0,0.0708,0.922,127.85799999999999,183467,4,0.0,3
Philip Bailey,Easy Lover - Remastered,6Ig2MgU5DLxZx5CphIWHbX,0.747,0.794,1,-9.455,1,0.0342,0.0478,0.00209,0.055999999999999994,0.932,128.91,304840,4,0.0,1
George Michael,Father Figure - Remastered,0L0T4tMAaGqLgIVj1MOj9t,0.6890000000000001,0.33299999999999996,3,-13.288,1,0.0262,0.163,3.3600000000000004e-05,0.0853,0.284,101.988,336667,4,0.0,4
Eric Carmen,Hungry Eyes,25BxqC9Yo7TQ175DLAyMJs,0.703,0.517,5,-12.093,1,0.0254,0.0215,0.0,0.0953,0.6890000000000001,110.52,248267,4,0.0,1
The Bangles,Eternal Flame,4xiaE15ARCs5CVPA6J8gmC,0.521,0.233,7,-13.683,1,0.0254,0.635,0.0,0.245,0.4,78.93,235667,3,0.0,4
Beastie Boys,Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,208653,5,0.0,2
The J. Geils Band,Centerfold,45tseiRk0tNNZwkejJGwJn,0.677,0.863,0,-5.649,1,0.0433,0.23600000000000002,0.0,0.258,0.875,114.32799999999999,218027,4,0.0,1
Adam Ant,Goody Two Shoes,6S9vpIpLYn0ohYtw6DYnm1,0.621,0.982,1,-4.762,0,0.0859,0.0194,0.004079999999999999,0.0352,0.531,95.67200000000001,209067,4,0.0,3
Frankie Goes To Hollywood,Relax,5e1enT0NPXPZkR8F3R58bY,0.6729999999999999,0.88,11,-6.354,0,0.0412,0.313,2.86e-06,0.0299,0.7120000000000001,114.905,237933,4,0.0,3
Bananarama,Venus,4kxOMXF9aVjztdBVM12gbn,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,4,0.0,5
Falco,Rock Me Amadeus - The Gold Mix,7tGOxq2rtohwKQml0YVF9d,0.617,0.8859999999999999,4,-7.0920000000000005,0,0.132,0.396,0.005,0.14,0.909,176.563,201867,4,0.0,3
Marvin Gaye,Sexual Healing,4sTjpbVRhhzN5YHhYMYbe3,0.815,0.445,5,-14.829,0,0.0597,0.10300000000000001,0.000106,0.0509,0.682,94.331,240067,4,0.0,3
Sade,By Your Side,6aXGgKVRGXlMqQYCIQqo4s,0.653,0.433,11,-10.487,1,0.0295,0.0901,0.00394,0.0765,0.5820000000000001,146.097,274600,4,0.0,1
Europe,The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.9079999999999995,0,0.0616,0.0628,0.0008269999999999999,0.0608,0.188,117.662,310333,4,0.0,3
Air Supply,All Out of Love,6Nq8YtPAHuL1outooeiFde,0.503,0.47,0,-8.006,1,0.0257,0.29100000000000004,0.0,0.396,0.33399999999999996,108.486,241373,4,0.0,4
Bruce Hornsby,The Way It Is,6V50MyHPGhEmwYu0Wdyf0t,0.5820000000000001,0.6890000000000001,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,4,0.0,4
The The,This Is the Day,3zf2eLN9Yf8ayZO5cn4Xh5,0.5760000000000001,0.703,10,-10.913,1,0.0486,0.0237,0.0013,0.0752,0.684,141.567,296333,4,0.0,1
Daryl Hall & John Oates,Maneater - Radio Edit,028r3igL3M00VdRCe2Ga7Q,0.728,0.518,11,-11.114,0,0.038,0.0153,4.1899999999999995e-05,0.10300000000000001,0.833,88.708,270947,4,0.0,3
Michael Jackson,Beat It,6pBM20jZldvNlbNcnwAX0y,0.782,0.866,3,-3.763,0,0.0489,0.0505,1.39e-05,0.218,0.8959999999999999,138.859,257907,4,0.0,3
Kim Carnes,Bette Davis Eyes - Radio Edit; 1997 Remastered Version,5i7GFU1ZSX03MX5dLcNgJP,0.655,0.5329999999999999,5,-12.173,1,0.03,0.125,0.0,0.245,0.515,116.055,221773,4,0.0,1
Tears For Fears,Everybody Wants To Rule The World,40dJCw4xU6Bd5ie9rfagNo,0.637,0.8109999999999999,7,-11.345,1,0.0583,0.363,0.00451,0.107,0.552,112.053,251480,4,0.0,1
Cutting Crew,(I Just) Died In Your Arms,0YPXkQthLWrhNGoKTbwCJ8,0.632,0.727,11,-11.209000000000001,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,4,0.0,3
Journey,Don't Stop Believin',3HRQtRUYnnuZY7fE900XtJ,0.495,0.7809999999999999,4,-8.109,1,0.0413,0.254,0.0,0.395,0.473,119.206,248200,4,0.0,1
Simple Minds,Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.9179999999999999,133.019,263973,4,0.0,3
Cyndi Lauper,Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,228120,4,0.0,1
Michael Jackson,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4,0.0,3
Bon Jovi,You Give Love A Bad Name,5VVwwfK6Cp9IydkhKfJUEq,0.54,0.96,0,-2.971,0,0.0521,0.0678,2.34e-06,0.342,0.802,122.76100000000001,222707,4,0.0,3
Michael Jackson,Thriller,1D9KEXIrlmPUkMTdYzqgX4,0.7759999999999999,0.857,11,-4.9430000000000005,1,0.0704,0.0913,0.000164,0.9179999999999999,0.799,118.41799999999999,357493,4,0.0,0
The Pointer Sisters,I'm So Excited,2u8MGAiS2hBVE7GZzTZLQI,0.685,0.858,8,-6.496,1,0.0348,0.10400000000000001,0.00011899999999999999,0.147,0.6920000000000001,92.305,229467,4,0.0,1
Culture Club,Karma Chameleon,3XDeeP9wBZzGhIPZmLfEEx,0.6609999999999999,0.552,10,-12.385,1,0.0337,0.214,0.0,0.20600000000000002,0.9279999999999999,92.056,252760,4,0.0,1
Wham!,Wake Me Up Before You Go-Go,5XsMz0YfEaHZE0MTb1aujs,0.618,0.764,0,-6.027,1,0.0562,0.18600000000000003,0.0,0.12,0.8759999999999999,81.366,230693,4,0.0,1
Dexys Midnight Runners,Come On Eileen,3xKsPtA5XG91Zlh0SyycmM,0.41,0.8740000000000001,0,-4.2860000000000005,1,0.0907,0.19699999999999998,0.0,0.0843,0.8240000000000001,107.08,205933,4,0.0,1
Dire Straits,Walk Of Life,4tyl9OMKMG8F2L0RUYQMH3,0.461,0.9179999999999999,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960,4,0.0,2
Nena,99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,0.466,0.43799999999999994,4,-12.857999999999999,1,0.0608,0.08900000000000001,5.62e-06,0.113,0.5870000000000001,193.1,233000,4,0.0,2
U2,I Still Haven't Found What I'm Looking For - Remastered 2007,7gozgbG5EBTukCFWToTRA5,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.6859999999999999,100.891,277480,4,0.0,1
Phil Collins,In The Air Tonight - 2015 Remastered,18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,0.0,4
Spandau Ballet,True - Single Edit,6eDYgjKl4vUgRusxb7THDu,0.742,0.5329999999999999,0,-9.097999999999999,1,0.0288,0.45899999999999996,0.14800000000000002,0.064,0.391,97.395,329147,4,0.0,4
The Human League,Don't You Want Me - 2002 - Remaster,5lmYpa6EaVAKAlwxMf7q5c,0.7340000000000001,0.7440000000000001,9,-8.103,0,0.0391,0.184,0.0,0.18100000000000002,0.961,117.65100000000001,238000,4,0.0,3
George Harrison,Got My Mind Set On You - Extended Version,6miUySWi347iIJyz7ETo6m,0.797,0.8140000000000001,11,-7.229,1,0.0382,0.426,3.9399999999999995e-05,0.581,0.8740000000000001,149.42,317290,4,0.0,0
Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037000000000000005,0.313,0.0,0.131,0.19399999999999998,103.95100000000001,296800,4,0.0,4
Phil Collins,You Can't Hurry Love,4YUlGNZfYA6EUE5KDsGqpC,0.639,0.9229999999999999,7,-5.707999999999999,1,0.032,0.0674,0.0,0.0879,0.7609999999999999,97.874,175347,4,0.0,1
Lionel Richie,All Night Long (All Night),4kjgGgDbNN4nR3OZYuRkUe,0.728,0.556,1,-12.888,1,0.0472,0.136,0.00298,0.0455,0.805,108.81,260827,4,0.0,1
Irene Cara,What A Feeling,0aAR5HogGoT68EWFbyRFqx,0.532,0.7290000000000001,10,-6.84,1,0.0474,0.382,0.0,0.366,0.595,121.97,244533,4,0.0,1
The Weather Girls,It's Raining Men - Single Version,4caiYv89C9GZdDD1RzshWd,0.66,0.927,5,-5.867000000000001,0,0.156,0.461,5.73e-05,0.6990000000000001,0.45799999999999996,136.247,211533,4,0.0,0
Europe,The Final Countdown,6I9HXaU8zbTgASGe7evWnu,0.539,0.858,6,-4.638999999999999,0,0.0444,0.0332,0.00034700000000000003,0.0562,0.353,117.84100000000001,239120,4,0.0,3
Prince,Kiss,0ki28p3v35elzrc3th6y90,0.899,0.237,7,-14.805,1,0.102,0.0113,0.0015199999999999999,0.098,0.7440000000000001,111.50299999999999,227493,4,0.0,1
Don Henley,The Boys Of Summer,7KY40pRBPKQSaSe0j5nKUK,0.516,0.7759999999999999,6,-6.409,1,0.0412,0.39899999999999997,0.00128,0.21,0.8590000000000001,177.399,288333,4,0.0,2
